Wall time,Step,Value
1685697421.504433,0,3.5817492971546017e-07
1685699576.0112197,10,4.020257737824551e-10
1685701689.975451,20,1.2380186875660115e-09
1685703803.7935686,30,1.510169322926913e-09
1685705917.981865,40,6.1905782722249114e-09
1685708032.0706384,50,3.717411933834569e-09
1685710146.1786058,60,3.705779079155036e-07
1685712258.720026,70,4.545394816091175e-08
1685714366.3347995,80,1.2607001735887025e-06
1685716474.6177287,90,1.1831821211671922e-06
