Wall time,Step,Value
1685697421.504433,0,0.5530599355697632
1685699576.0112197,10,0.003940267488360405
1685701689.975451,20,0.002344126347452402
1685703803.7935686,30,0.0017695659771561623
1685705917.981865,40,0.0017984292935580015
1685708032.0706384,50,0.003227167995646596
1685710146.1786058,60,0.1615220159292221
1685712258.720026,70,0.048077311366796494
1685714366.3347995,80,1.1775339841842651
1685716474.6177287,90,0.6103261709213257
