Wall time,Step,Value
1685485459.09983,0,0.7821391820907593
1685487896.2895098,10,0.2805604934692383
1685490377.865141,20,0.6406643986701965
1685492789.828597,30,0.916365385055542
1685495203.1797044,40,1.0102554559707642
1685497655.5974367,50,1.0626459121704102
1685500071.1148362,60,1.1257504224777222
1685502487.9175923,70,1.0613203048706055
1685504904.0132494,80,1.1045042276382446
1685507321.3314958,90,1.095004677772522
