Wall time,Step,Value
1685417704.4856975,0,0.92699134349823
1685418763.2413704,10,0.5190249085426331
1685419829.0551195,20,0.47469598054885864
1685420863.4325814,30,0.5144799947738647
1685421864.1200912,40,0.6613661050796509
1685422865.3046162,50,0.6268970370292664
1685423866.0187826,60,0.7004411816596985
1685424866.7449136,70,0.7412614822387695
1685425868.2587245,80,0.6871402263641357
1685426869.5740178,90,0.734927773475647
