Wall time,Step,Value
1685461406.066131,0,0.45489799976348877
1685463820.9700744,10,0.004588719457387924
1685466220.6311066,20,0.007487697061151266
1685468620.2139673,30,0.03704258054494858
1685471019.895114,40,0.21610407531261444
1685473421.1677995,50,0.520531177520752
1685475822.7942946,60,0.6183763146400452
1685478227.434491,70,0.8025491833686829
1685480632.2845426,80,0.806216835975647
1685483037.3011522,90,0.8187857866287231
